Frame#,Color,x,y,x_max,y_max
189,R,177,340,1920,1080
189,R,1192,155,1920,1080
190,Y,452,688,1920,1080
190,Y,1430,436,1920,1080
190,Y,727,144,1920,1080
190,Y,880,71,1920,1080
190,R,1102,1002,1920,1080
190,R,1374,963,1920,1080
190,R,212,536,1920,1080
190,R,154,493,1920,1080
190,R,183,446,1920,1080
190,R,1332,376,1920,1080
190,R,178,340,1920,1080
190,R,1192,155,1920,1080
191,Y,452,688,1920,1080
191,Y,1430,436,1920,1080
191,Y,727,144,1920,1080
191,Y,879,71,1920,1080
191,R,1102,1002,1920,1080
191,R,1373,962,1920,1080
191,R,210,534,1920,1080
191,R,151,488,1920,1080
191,R,183,446,1920,1080
191,R,1333,375,1920,1080
191,R,178,340,1920,1080
191,R,1191,155,1920,1080
192,Y,450,688,1920,1080
192,Y,1429,436,1920,1080
192,Y,726,144,1920,1080
192,Y,879,71,1920,1080
192,R,1101,1002,1920,1080
192,R,1373,962,1920,1080
192,R,205,532,1920,1080
192,R,182,446,1920,1080
192,R,1332,375,1920,1080
192,R,178,340,1920,1080
192,R,1191,155,1920,1080
193,Y,449,689,1920,1080
193,Y,1429,435,1920,1080
193,Y,726,144,1920,1080
193,Y,878,71,1920,1080
193,R,1100,1002,1920,1080
193,R,1374,962,1920,1080
193,R,207,534,1920,1080
193,R,148,490,1920,1080
193,R,180,446,1920,1080
193,R,1332,375,1920,1080
193,R,177,340,1920,1080
193,R,1190,154,1920,1080
194,Y,448,689,1920,1080
194,Y,1428,436,1920,1080
194,Y,726,145,1920,1080
194,Y,878,71,1920,1080
194,R,1099,1002,1920,1080
194,R,1373,962,1920,1080
194,R,203,532,1920,1080
194,R,180,447,1920,1080
194,R,1331,376,1920,1080
194,R,178,340,1920,1080
194,R,1189,155,1920,1080
195,Y,449,688,1920,1080
195,Y,1428,436,1920,1080
195,Y,726,144,1920,1080
195,Y,878,71,1920,1080
195,R,1100,1001,1920,1080
195,R,1372,963,1920,1080
195,R,207,534,1920,1080
195,R,180,447,1920,1080
195,R,1331,376,1920,1080
195,R,177,340,1920,1080
195,R,1189,155,1920,1080
196,Y,449,689,1920,1080
196,Y,1428,436,1920,1080
196,Y,725,144,1920,1080
196,Y,878,71,1920,1080
196,R,1099,1001,1920,1080
196,R,1372,963,1920,1080
196,R,204,530,1920,1080
196,R,180,447,1920,1080
196,R,1331,376,1920,1080
196,R,177,340,1920,1080
196,R,1189,155,1920,1080
197,Y,449,689,1920,1080
197,Y,1427,436,1920,1080
197,Y,725,144,1920,1080
197,Y,878,71,1920,1080
197,R,1099,1002,1920,1080
197,R,1371,963,1920,1080
197,R,205,532,1920,1080
197,R,180,447,1920,1080
197,R,1331,376,1920,1080
197,R,177,340,1920,1080
197,R,1189,154,1920,1080
198,Y,448,689,1920,1080
198,Y,1427,436,1920,1080
198,Y,725,144,1920,1080
198,Y,878,71,1920,1080
198,R,1098,1001,1920,1080
198,R,1371,962,1920,1080
198,R,206,536,1920,1080
198,R,180,446,1920,1080
198,R,1330,376,1920,1080
198,R,176,340,1920,1080
198,R,1188,155,1920,1080
199,Y,448,689,1920,1080
199,Y,1427,436,1920,1080
199,Y,725,144,1920,1080
199,Y,877,71,1920,1080
199,R,1098,1001,1920,1080
199,R,1370,962,1920,1080
199,R,207,537,1920,1080
199,R,147,490,1920,1080
199,R,179,447,1920,1080
199,R,1330,376,1920,1080
199,R,175,340,1920,1080
199,R,1187,155,1920,1080
200,Y,447,689,1920,1080
200,Y,1426,436,1920,1080
200,Y,724,144,1920,1080
200,Y,877,72,1920,1080
200,R,1097,1001,1920,1080
200,R,1370,962,1920,1080
200,R,206,538,1920,1080
200,R,148,489,1920,1080
200,R,178,447,1920,1080
200,R,1329,376,1920,1080
200,R,174,340,1920,1080
200,R,1187,155,1920,1080
201,Y,447,689,1920,1080
201,Y,1426,436,1920,1080
201,Y,724,144,1920,1080
201,Y,877,71,1920,1080
201,R,1097,1002,1920,1080
201,R,1369,962,1920,1080
201,R,201,533,1920,1080
201,R,179,446,1920,1080
201,R,1328,376,1920,1080
201,R,174,340,1920,1080
201,R,1187,155,1920,1080
202,Y,447,689,1920,1080
202,Y,1426,436,1920,1080
202,Y,724,144,1920,1080
202,Y,877,71,1920,1080
202,R,1096,1002,1920,1080
202,R,1369,962,1920,1080
202,R,202,532,1920,1080
202,R,178,446,1920,1080
202,R,1328,376,1920,1080
202,R,174,340,1920,1080
202,R,1187,155,1920,1080
203,Y,446,689,1920,1080
203,Y,1425,436,1920,1080
203,Y,724,144,1920,1080
203,Y,876,72,1920,1080
203,R,1096,1001,1920,1080
203,R,1368,962,1920,1080
203,R,203,533,1920,1080
203,R,178,446,1920,1080
203,R,1328,376,1920,1080
203,R,173,340,1920,1080
203,R,1187,156,1920,1080
204,Y,445,689,1920,1080
204,Y,1425,436,1920,1080
204,Y,723,144,1920,1080
204,Y,876,71,1920,1080
204,R,1094,1001,1920,1080
204,R,1368,962,1920,1080
204,R,207,537,1920,1080
204,R,145,490,1920,1080
204,R,178,446,1920,1080
204,R,1326,376,1920,1080
204,R,173,339,1920,1080
204,R,1186,156,1920,1080
205,Y,445,689,1920,1080
205,Y,1424,436,1920,1080
205,Y,723,145,1920,1080
205,Y,875,72,1920,1080
205,R,1093,1001,1920,1080
205,R,1369,962,1920,1080
205,R,206,539,1920,1080
205,R,177,446,1920,1080
205,R,1326,376,1920,1080
205,R,171,340,1920,1080
205,R,1186,157,1920,1080
206,Y,445,689,1920,1080
206,Y,1424,436,1920,1080
206,Y,723,145,1920,1080
206,Y,876,73,1920,1080
206,R,1093,1001,1920,1080
206,R,1369,962,1920,1080
206,R,204,538,1920,1080
206,R,178,447,1920,1080
206,R,1326,376,1920,1080
206,R,171,340,1920,1080
206,R,1186,157,1920,1080
207,Y,445,689,1920,1080
207,Y,1424,436,1920,1080
207,Y,723,144,1920,1080
207,Y,875,72,1920,1080
207,R,1093,1003,1920,1080
207,R,1367,960,1920,1080
207,R,200,535,1920,1080
207,R,177,447,1920,1080
207,R,1326,376,1920,1080
207,R,171,339,1920,1080
207,R,1185,156,1920,1080
208,Y,445,689,1920,1080
208,Y,1424,436,1920,1080
208,Y,723,145,1920,1080
208,Y,875,73,1920,1080
208,R,1092,1002,1920,1080
208,R,1368,961,1920,1080
208,R,197,534,1920,1080
208,R,176,447,1920,1080
208,R,1325,376,1920,1080
208,R,171,340,1920,1080
208,R,1185,157,1920,1080
209,Y,445,689,1920,1080
209,Y,1424,436,1920,1080
209,Y,722,145,1920,1080
209,Y,875,73,1920,1080
209,R,1092,1001,1920,1080
209,R,1369,961,1920,1080
209,R,199,531,1920,1080
209,R,176,447,1920,1080
209,R,1326,376,1920,1080
209,R,171,340,1920,1080
209,R,1185,156,1920,1080
210,Y,446,689,1920,1080
210,Y,1424,436,1920,1080
210,Y,722,144,1920,1080
210,Y,875,73,1920,1080
210,R,1093,1002,1920,1080
210,R,1369,961,1920,1080
210,R,231,571,1920,1080
210,R,195,521,1920,1080
210,R,176,446,1920,1080
210,R,1327,376,1920,1080
210,R,172,338,1920,1080
210,R,1184,156,1920,1080
211,Y,445,689,1920,1080
211,Y,1423,436,1920,1080
211,Y,722,144,1920,1080
211,Y,874,72,1920,1080
211,R,1092,1001,1920,1080
211,R,1368,960,1920,1080
211,R,228,570,1920,1080
211,R,202,528,1920,1080
211,R,156,491,1920,1080
211,R,177,444,1920,1080
211,R,1326,376,1920,1080
211,R,171,338,1920,1080
211,R,1183,156,1920,1080
212,Y,444,688,1920,1080
212,Y,1423,436,1920,1080
212,Y,721,144,1920,1080
212,Y,874,72,1920,1080
212,R,1092,1001,1920,1080
212,R,1368,959,1920,1080
212,R,225,570,1920,1080
212,R,201,527,1920,1080
212,R,156,491,1920,1080
212,R,175,446,1920,1080
212,R,1325,376,1920,1080
212,R,171,338,1920,1080
212,R,1182,155,1920,1080
213,Y,444,688,1920,1080
213,Y,1423,436,1920,1080
213,Y,721,144,1920,1080
213,Y,874,72,1920,1080
213,R,1091,1001,1920,1080
213,R,1368,959,1920,1080
213,R,223,570,1920,1080
213,R,200,527,1920,1080
213,R,155,491,1920,1080
213,R,175,445,1920,1080
213,R,1325,376,1920,1080
213,R,170,338,1920,1080
213,R,1181,155,1920,1080
214,Y,443,688,1920,1080
214,Y,1422,436,1920,1080
214,Y,720,144,1920,1080
214,Y,873,72,1920,1080
214,R,1091,1001,1920,1080
214,R,1368,960,1920,1080
214,R,227,570,1920,1080
214,R,199,526,1920,1080
214,R,155,491,1920,1080
214,R,175,445,1920,1080
214,R,1324,376,1920,1080
214,R,170,338,1920,1080
214,R,1180,155,1920,1080
215,Y,443,688,1920,1080
215,Y,1422,436,1920,1080
215,Y,720,144,1920,1080
215,Y,873,72,1920,1080
215,R,1091,1000,1920,1080
215,R,1367,961,1920,1080
215,R,217,569,1920,1080
215,R,197,526,1920,1080
215,R,154,490,1920,1080
215,R,174,446,1920,1080
215,R,1325,376,1920,1080
215,R,169,338,1920,1080
215,R,1180,155,1920,1080
216,Y,443,688,1920,1080
216,Y,1422,436,1920,1080
216,Y,720,144,1920,1080
216,Y,873,72,1920,1080
216,R,1090,1000,1920,1080
216,R,1366,960,1920,1080
216,R,227,570,1920,1080
216,R,198,526,1920,1080
216,R,153,491,1920,1080
216,R,174,446,1920,1080
216,R,1325,376,1920,1080
216,R,168,338,1920,1080
216,R,1179,155,1920,1080
217,Y,443,688,1920,1080
217,Y,1421,436,1920,1080
217,Y,719,144,1920,1080
217,Y,873,72,1920,1080
217,R,1090,1000,1920,1080
217,R,1368,959,1920,1080
217,R,198,526,1920,1080
217,R,153,491,1920,1080
217,R,174,446,1920,1080
217,R,1325,376,1920,1080
217,R,168,338,1920,1080
217,R,1178,155,1920,1080
218,Y,443,688,1920,1080
218,Y,1421,436,1920,1080
218,Y,719,143,1920,1080
218,Y,872,72,1920,1080
218,R,1089,1001,1920,1080
218,R,1367,959,1920,1080
218,R,224,571,1920,1080
218,R,201,528,1920,1080
218,R,153,491,1920,1080
218,R,173,446,1920,1080
218,R,1324,375,1920,1080
218,R,168,338,1920,1080
218,R,1178,154,1920,1080
219,Y,442,689,1920,1080
219,Y,1421,436,1920,1080
219,Y,718,144,1920,1080
219,Y,872,72,1920,1080
219,R,1089,1002,1920,1080
219,R,1367,960,1920,1080
219,R,224,572,1920,1080
219,R,192,521,1920,1080
219,R,172,446,1920,1080
219,R,1324,376,1920,1080
219,R,167,338,1920,1080
219,R,1177,155,1920,1080
220,Y,442,689,1920,1080
220,Y,1421,436,1920,1080
220,Y,718,144,1920,1080
220,Y,871,73,1920,1080
220,R,1089,1001,1920,1080
220,R,1368,961,1920,1080
220,R,223,573,1920,1080
220,R,192,522,1920,1080
220,R,172,446,1920,1080
220,R,1323,376,1920,1080
220,R,166,338,1920,1080
220,R,1176,155,1920,1080
221,Y,442,689,1920,1080
221,Y,1421,436,1920,1080
221,Y,718,144,1920,1080
221,Y,871,72,1920,1080
221,R,1089,1001,1920,1080
221,R,1368,961,1920,1080
221,R,223,571,1920,1080
221,R,192,521,1920,1080
221,R,172,446,1920,1080
221,R,1323,376,1920,1080
221,R,166,338,1920,1080
221,R,1177,154,1920,1080
222,Y,442,689,1920,1080
222,Y,1421,436,1920,1080
222,Y,718,143,1920,1080
222,Y,872,72,1920,1080
222,R,1089,1001,1920,1080
222,R,1368,961,1920,1080
222,R,223,571,1920,1080
222,R,192,521,1920,1080
222,R,172,446,1920,1080
222,R,1323,376,1920,1080
222,R,166,338,1920,1080
222,R,1177,154,1920,1080
223,Y,442,689,1920,1080
223,Y,1421,436,1920,1080
223,Y,718,143,1920,1080
223,Y,871,72,1920,1080
223,R,1088,1001,1920,1080
223,R,1368,961,1920,1080
223,R,201,530,1920,1080
223,R,145,489,1920,1080
223,R,172,445,1920,1080
223,R,1323,376,1920,1080
223,R,165,338,1920,1080
223,R,1176,154,1920,1080
224,Y,441,689,1920,1080
224,Y,1421,436,1920,1080
224,Y,717,143,1920,1080
224,Y,871,72,1920,1080
224,R,1087,1002,1920,1080
224,R,1366,960,1920,1080
224,R,194,528,1920,1080
224,R,171,445,1920,1080
224,R,1322,375,1920,1080
224,R,164,337,1920,1080
224,R,1175,154,1920,1080
225,Y,440,690,1920,1080
225,Y,1420,436,1920,1080
225,Y,717,143,1920,1080
225,Y,871,73,1920,1080
225,R,1087,1002,1920,1080
225,R,1365,961,1920,1080
225,R,191,527,1920,1080
225,R,170,445,1920,1080
225,R,1321,375,1920,1080
225,R,163,338,1920,1080
225,R,1174,154,1920,1080
226,Y,440,690,1920,1080
226,Y,1420,436,1920,1080
226,Y,716,143,1920,1080
226,Y,870,73,1920,1080
226,R,1086,1002,1920,1080
226,R,1366,961,1920,1080
226,R,192,527,1920,1080
226,R,170,445,1920,1080
226,R,1320,375,1920,1080
226,R,163,338,1920,1080
226,R,1174,154,1920,1080
227,Y,440,690,1920,1080
227,Y,1419,436,1920,1080
227,Y,716,143,1920,1080
227,Y,870,73,1920,1080
227,R,1086,1002,1920,1080
227,R,1365,961,1920,1080
227,R,238,539,1920,1080
227,R,182,523,1920,1080
227,R,170,445,1920,1080
227,R,1320,376,1920,1080
227,R,162,338,1920,1080
227,R,1175,154,1920,1080
228,Y,440,689,1920,1080
228,Y,1419,436,1920,1080
228,Y,716,143,1920,1080
228,Y,870,72,1920,1080
228,R,1086,1002,1920,1080
228,R,1366,962,1920,1080
228,R,188,523,1920,1080
228,R,170,445,1920,1080
228,R,1319,375,1920,1080
228,R,162,337,1920,1080
228,R,1175,153,1920,1080
229,Y,439,689,1920,1080
229,Y,1419,436,1920,1080
229,Y,715,143,1920,1080
229,Y,870,72,1920,1080
229,R,1086,1003,1920,1080
229,R,1366,962,1920,1080
229,R,219,570,1920,1080
229,R,235,538,1920,1080
229,R,180,523,1920,1080
229,R,141,490,1920,1080
229,R,169,445,1920,1080
229,R,1319,375,1920,1080
229,R,160,337,1920,1080
229,R,1175,153,1920,1080
230,Y,439,689,1920,1080
230,Y,1419,435,1920,1080
230,Y,715,143,1920,1080
230,Y,870,72,1920,1080
230,R,1086,1004,1920,1080
230,R,1365,961,1920,1080
230,R,186,525,1920,1080
230,R,169,445,1920,1080
230,R,1318,375,1920,1080
230,R,159,338,1920,1080
230,R,1174,153,1920,1080
231,Y,440,689,1920,1080
231,Y,1418,436,1920,1080
231,Y,714,143,1920,1080
231,Y,869,72,1920,1080
231,R,1085,1004,1920,1080
231,R,1365,962,1920,1080
231,R,221,569,1920,1080
231,R,184,521,1920,1080
231,R,169,445,1920,1080
231,R,1319,376,1920,1080
231,R,159,337,1920,1080
231,R,1174,153,1920,1080
232,Y,439,690,1920,1080
232,Y,1418,436,1920,1080
232,Y,714,143,1920,1080
232,Y,869,72,1920,1080
232,R,1085,1005,1920,1080
232,R,1365,964,1920,1080
232,R,217,570,1920,1080
232,R,232,539,1920,1080
232,R,178,520,1920,1080
232,R,139,491,1920,1080
232,R,169,445,1920,1080
232,R,1319,376,1920,1080
232,R,158,338,1920,1080
232,R,1174,153,1920,1080
233,Y,439,690,1920,1080
233,Y,1418,436,1920,1080
233,Y,714,143,1920,1080
233,Y,869,72,1920,1080
233,R,1085,1006,1920,1080
233,R,1365,964,1920,1080
233,R,213,569,1920,1080
233,R,232,539,1920,1080
233,R,176,523,1920,1080
233,R,139,491,1920,1080
233,R,169,445,1920,1080
233,R,1318,375,1920,1080
233,R,157,338,1920,1080
233,R,1174,154,1920,1080
234,Y,439,689,1920,1080
234,Y,1418,435,1920,1080
234,Y,714,144,1920,1080
234,Y,869,72,1920,1080
234,R,1084,1005,1920,1080
234,R,1364,965,1920,1080
234,R,214,568,1920,1080
234,R,189,526,1920,1080
234,R,140,490,1920,1080
234,R,169,445,1920,1080
234,R,1318,375,1920,1080
234,R,157,337,1920,1080
234,R,1174,154,1920,1080
235,Y,440,689,1920,1080
235,Y,1418,435,1920,1080
235,Y,714,144,1920,1080
235,Y,869,72,1920,1080
235,R,1085,1005,1920,1080
235,R,1363,965,1920,1080
235,R,193,533,1920,1080
235,R,140,490,1920,1080
235,R,169,445,1920,1080
235,R,1317,375,1920,1080
235,R,157,337,1920,1080
235,R,1174,154,1920,1080
236,Y,439,689,1920,1080
236,Y,1418,435,1920,1080
236,Y,714,144,1920,1080
236,Y,868,72,1920,1080
236,R,1085,1005,1920,1080
236,R,1363,965,1920,1080
236,R,193,533,1920,1080
236,R,140,490,1920,1080
236,R,169,445,1920,1080
236,R,1317,375,1920,1080
236,R,156,337,1920,1080
236,R,1174,154,1920,1080
237,Y,439,689,1920,1080
237,Y,1417,435,1920,1080
237,Y,713,144,1920,1080
237,Y,868,72,1920,1080
237,R,1085,1005,1920,1080
237,R,1363,965,1920,1080
237,R,191,532,1920,1080
237,R,136,491,1920,1080
237,R,169,445,1920,1080
237,R,1317,375,1920,1080
237,R,155,337,1920,1080
237,R,1174,155,1920,1080
238,Y,439,689,1920,1080
238,Y,1417,435,1920,1080
238,Y,713,144,1920,1080
238,Y,868,72,1920,1080
238,R,1085,1005,1920,1080
238,R,1363,965,1920,1080
238,R,192,531,1920,1080
238,R,139,491,1920,1080
238,R,167,445,1920,1080
238,R,1317,374,1920,1080
238,R,155,337,1920,1080
238,R,1174,155,1920,1080
239,Y,439,689,1920,1080
239,Y,1417,435,1920,1080
239,Y,713,144,1920,1080
239,Y,867,72,1920,1080
239,R,1084,1006,1920,1080
239,R,1363,964,1920,1080
239,R,193,532,1920,1080
239,R,138,488,1920,1080
239,R,166,445,1920,1080
239,R,1316,374,1920,1080
239,R,154,337,1920,1080
239,R,1173,155,1920,1080
240,Y,439,690,1920,1080
240,Y,1416,435,1920,1080
240,Y,712,144,1920,1080
240,Y,867,72,1920,1080
240,R,1083,1005,1920,1080
240,R,1364,964,1920,1080
240,R,217,571,1920,1080
240,R,189,526,1920,1080
240,R,138,490,1920,1080
240,R,168,444,1920,1080
240,R,1315,376,1920,1080
240,R,153,337,1920,1080
240,R,1172,156,1920,1080
241,Y,438,690,1920,1080
241,Y,1416,435,1920,1080
241,Y,712,144,1920,1080
241,Y,867,72,1920,1080
241,R,1083,1006,1920,1080
241,R,1364,964,1920,1080
241,R,217,571,1920,1080
241,R,227,541,1920,1080
241,R,176,522,1920,1080
241,R,140,489,1920,1080
241,R,166,445,1920,1080
241,R,1317,375,1920,1080
241,R,153,336,1920,1080
241,R,1172,156,1920,1080
242,Y,438,690,1920,1080
242,Y,1416,435,1920,1080
242,Y,712,144,1920,1080
242,Y,867,72,1920,1080
242,R,1084,1004,1920,1080
242,R,1364,963,1920,1080
242,R,217,571,1920,1080
242,R,184,527,1920,1080
242,R,133,489,1920,1080
242,R,166,445,1920,1080
242,R,1316,374,1920,1080
242,R,152,336,1920,1080
242,R,1172,156,1920,1080
243,Y,438,690,1920,1080
243,Y,1415,435,1920,1080
243,Y,712,144,1920,1080
243,Y,867,72,1920,1080
243,R,1083,1004,1920,1080
243,R,1364,963,1920,1080
243,R,222,551,1920,1080
243,R,176,522,1920,1080
243,R,133,489,1920,1080
243,R,167,443,1920,1080
243,R,1317,375,1920,1080
243,R,152,336,1920,1080
243,R,1172,156,1920,1080
244,Y,439,690,1920,1080
244,Y,1415,435,1920,1080
244,Y,711,144,1920,1080
244,Y,866,72,1920,1080
244,R,1083,1006,1920,1080
244,R,1363,964,1920,1080
244,R,223,549,1920,1080
244,R,175,522,1920,1080
244,R,132,490,1920,1080
244,R,166,444,1920,1080
244,R,1317,375,1920,1080
244,R,151,336,1920,1080
244,R,1171,156,1920,1080
245,Y,439,689,1920,1080
245,Y,1415,435,1920,1080
245,Y,712,144,1920,1080
245,Y,866,72,1920,1080
245,R,1083,1006,1920,1080
245,R,1363,964,1920,1080
245,R,224,549,1920,1080
245,R,176,522,1920,1080
245,R,132,490,1920,1080
245,R,166,444,1920,1080
245,R,1316,375,1920,1080
245,R,151,336,1920,1080
245,R,1171,157,1920,1080
246,Y,439,689,1920,1080
246,Y,1415,435,1920,1080
246,Y,711,144,1920,1080
246,Y,866,72,1920,1080
246,R,1083,1006,1920,1080
246,R,1363,964,1920,1080
246,R,190,530,1920,1080
246,R,133,490,1920,1080
246,R,166,443,1920,1080
246,R,1315,375,1920,1080
246,R,150,336,1920,1080
246,R,1171,157,1920,1080
247,Y,439,689,1920,1080
247,Y,1414,435,1920,1080
247,Y,711,144,1920,1080
247,Y,866,72,1920,1080
247,R,1084,1006,1920,1080
247,R,1363,964,1920,1080
247,R,193,533,1920,1080
247,R,132,490,1920,1080
247,R,166,443,1920,1080
247,R,1315,374,1920,1080
247,R,150,336,1920,1080
247,R,1171,157,1920,1080
248,Y,438,689,1920,1080
248,Y,1414,435,1920,1080
248,Y,711,144,1920,1080
248,Y,866,71,1920,1080
248,R,1084,1006,1920,1080
248,R,1363,964,1920,1080
248,R,193,533,1920,1080
248,R,132,490,1920,1080
248,R,166,443,1920,1080
248,R,1316,374,1920,1080
248,R,149,337,1920,1080
248,R,1171,157,1920,1080
249,Y,438,689,1920,1080
249,Y,1414,435,1920,1080
249,Y,711,144,1920,1080
249,Y,866,72,1920,1080
249,R,1084,1006,1920,1080
249,R,1363,964,1920,1080
249,R,191,533,1920,1080
249,R,132,490,1920,1080
249,R,167,443,1920,1080
249,R,1316,374,1920,1080
249,R,149,337,1920,1080
249,R,1170,157,1920,1080
250,Y,438,689,1920,1080
250,Y,1414,435,1920,1080
250,Y,710,144,1920,1080
250,Y,866,72,1920,1080
250,R,1083,1007,1920,1080
250,R,1363,963,1920,1080
250,R,223,550,1920,1080
250,R,172,523,1920,1080
250,R,132,490,1920,1080
250,R,167,443,1920,1080
250,R,1315,374,1920,1080
250,R,149,337,1920,1080
250,R,1170,157,1920,1080
251,Y,438,689,1920,1080
251,Y,1414,435,1920,1080
251,Y,710,144,1920,1080
251,Y,865,72,1920,1080
251,R,1083,1007,1920,1080
251,R,1364,963,1920,1080
251,R,228,539,1920,1080
251,R,173,523,1920,1080
251,R,132,490,1920,1080
251,R,165,444,1920,1080
251,R,1314,374,1920,1080
251,R,148,337,1920,1080
251,R,1170,157,1920,1080
252,Y,438,689,1920,1080
252,Y,1414,435,1920,1080
252,Y,710,144,1920,1080
252,Y,865,72,1920,1080
252,R,1084,1008,1920,1080
252,R,1365,963,1920,1080
252,R,215,572,1920,1080
252,R,186,527,1920,1080
252,R,132,490,1920,1080
252,R,164,445,1920,1080
252,R,1316,374,1920,1080
252,R,149,337,1920,1080
252,R,1171,157,1920,1080
253,Y,439,688,1920,1080
253,Y,1414,435,1920,1080
253,Y,711,144,1920,1080
253,Y,866,72,1920,1080
253,R,1084,1009,1920,1080
253,R,1365,963,1920,1080
253,R,191,526,1920,1080
253,R,132,490,1920,1080
253,R,165,445,1920,1080
253,R,1317,374,1920,1080
253,R,149,337,1920,1080
253,R,1171,157,1920,1080
254,Y,439,688,1920,1080
254,Y,1414,435,1920,1080
254,Y,710,144,1920,1080
254,Y,866,72,1920,1080
254,R,1083,1008,1920,1080
254,R,1365,963,1920,1080
254,R,188,523,1920,1080
254,R,132,490,1920,1080
254,R,165,444,1920,1080
254,R,1317,375,1920,1080
254,R,149,337,1920,1080
254,R,1171,157,1920,1080
255,Y,439,688,1920,1080
255,Y,1414,435,1920,1080
255,Y,710,144,1920,1080
255,Y,865,72,1920,1080
255,R,1083,1008,1920,1080
255,R,1364,964,1920,1080
255,R,185,525,1920,1080
255,R,132,491,1920,1080
255,R,165,445,1920,1080
255,R,1316,374,1920,1080
255,R,149,337,1920,1080
255,R,1171,157,1920,1080
256,Y,439,689,1920,1080
256,Y,1414,435,1920,1080
256,Y,710,144,1920,1080
256,Y,866,72,1920,1080
256,R,1083,1008,1920,1080
256,R,1365,964,1920,1080
256,R,186,527,1920,1080
256,R,132,491,1920,1080
256,R,165,445,1920,1080
256,R,1317,375,1920,1080
256,R,149,337,1920,1080
256,R,1171,158,1920,1080
257,Y,439,689,1920,1080
257,Y,1414,435,1920,1080
257,Y,711,145,1920,1080
257,Y,866,72,1920,1080
257,R,1083,1008,1920,1080
257,R,1365,964,1920,1080
257,R,188,530,1920,1080
257,R,132,491,1920,1080
257,R,165,445,1920,1080
257,R,1318,375,1920,1080
257,R,149,337,1920,1080
257,R,1171,158,1920,1080
258,Y,439,689,1920,1080
258,Y,1414,435,1920,1080
258,Y,711,145,1920,1080
258,Y,866,73,1920,1080
258,R,1083,1009,1920,1080
258,R,1365,964,1920,1080
258,R,191,530,1920,1080
258,R,132,492,1920,1080
258,R,166,446,1920,1080
258,R,1317,376,1920,1080
258,R,149,338,1920,1080
258,R,1171,158,1920,1080
259,Y,440,689,1920,1080
259,Y,1414,435,1920,1080
259,Y,711,145,1920,1080
259,Y,866,73,1920,1080
259,R,1083,1009,1920,1080
259,R,1365,964,1920,1080
259,R,223,549,1920,1080
259,R,172,525,1920,1080
259,R,132,490,1920,1080
259,R,165,446,1920,1080
259,R,1318,376,1920,1080
259,R,149,338,1920,1080
259,R,1171,158,1920,1080
260,Y,440,689,1920,1080
260,Y,1414,435,1920,1080
260,Y,711,145,1920,1080
260,Y,866,72,1920,1080
260,R,1083,1008,1920,1080
260,R,1365,964,1920,1080
260,R,152,544,1920,1080
260,R,223,549,1920,1080
260,R,176,520,1920,1080
260,R,132,490,1920,1080
260,R,166,446,1920,1080
260,R,1318,375,1920,1080
260,R,149,338,1920,1080
260,R,1171,158,1920,1080
261,Y,439,689,1920,1080
261,Y,1414,435,1920,1080
261,Y,711,145,1920,1080
261,Y,866,72,1920,1080
261,R,1083,1008,1920,1080
261,R,1365,965,1920,1080
261,R,228,540,1920,1080
261,R,178,533,1920,1080
261,R,132,490,1920,1080
261,R,164,446,1920,1080
261,R,1318,375,1920,1080
261,R,149,337,1920,1080
261,R,1171,158,1920,1080
262,Y,439,689,1920,1080
262,Y,1413,436,1920,1080
262,Y,711,145,1920,1080
262,Y,866,72,1920,1080
262,R,1083,1008,1920,1080
262,R,1365,965,1920,1080
262,R,227,541,1920,1080
262,R,178,531,1920,1080
262,R,132,490,1920,1080
262,R,165,446,1920,1080
262,R,1317,376,1920,1080
262,R,150,337,1920,1080
262,R,1171,158,1920,1080
263,Y,440,689,1920,1080
263,Y,1413,436,1920,1080
263,Y,711,145,1920,1080
263,Y,866,72,1920,1080
263,R,1082,1008,1920,1080
263,R,1364,965,1920,1080
263,R,227,541,1920,1080
263,R,176,532,1920,1080
263,R,132,490,1920,1080
263,R,164,446,1920,1080
263,R,1319,376,1920,1080
263,R,149,338,1920,1080
263,R,1170,158,1920,1080
264,Y,440,689,1920,1080
264,Y,1413,436,1920,1080
264,Y,710,144,1920,1080
264,Y,866,73,1920,1080
264,R,1082,1008,1920,1080
264,R,1364,965,1920,1080
264,R,192,536,1920,1080
264,R,132,489,1920,1080
264,R,164,446,1920,1080
264,R,1319,376,1920,1080
264,R,149,338,1920,1080
264,R,1171,158,1920,1080
265,Y,440,688,1920,1080
265,Y,1413,435,1920,1080
265,Y,711,144,1920,1080
265,Y,865,72,1920,1080
265,R,1082,1007,1920,1080
265,R,1364,964,1920,1080
265,R,192,536,1920,1080
265,R,131,490,1920,1080
265,R,164,446,1920,1080
265,R,1319,376,1920,1080
265,R,150,337,1920,1080
265,R,1171,158,1920,1080
266,Y,440,688,1920,1080
266,Y,1413,435,1920,1080
266,Y,711,144,1920,1080
266,Y,865,72,1920,1080
266,R,1083,1007,1920,1080
266,R,1364,964,1920,1080
266,R,191,534,1920,1080
266,R,132,491,1920,1080
266,R,164,446,1920,1080
266,R,1319,377,1920,1080
266,R,150,337,1920,1080
266,R,1171,158,1920,1080
267,Y,440,689,1920,1080
267,Y,1413,435,1920,1080
267,Y,711,144,1920,1080
267,Y,866,73,1920,1080
267,R,1082,1007,1920,1080
